Pattern,Detected Text,Start Index
Liebe (?! zu),Liebe entbrannt für Dich!« Und da erwachte Blanche aus ihrer holden unbewußten Wonne. Sie fing an zu prüfe,1138129
Liebe (?! zu),"Liebe gebeten. Sollte ihr so schnell Erhörung werden? O maßloses Glück, o nie geahnte Seligkeit! Und denno",1145018
Liebe (?! zu),Liebe auf weißem Marmoraltar ein Taubenopfer darbrachte und seinem Liebling Raffael den Kardinalshut für d,1164719
Liebe (?! zu),Liebe zur Sühne und schwerer Buße zur Erinnerung. Wie die Verkörperung einer alten Legende muthet sie uns ,1167157
Liebe (?! zu),"Liebe nieder. Dieser poetischen Supposition wurde die Verachtung zu theil, welche dieselbe verdiente. Ein ",1174929
Liebe (?! zu),Liebe erzählt man die Geschichte seiner Nerven! . . . Meine Liebe! . . . Wo ich sie getroffen? . . . In He,1187201
Liebe (?! zu),"Liebe und kindischer Eitelkeit, von tändelnder Koketterie und hingebender Selbstverleugnung – eine Geschic",1220177
Liebe (?! zu),"Liebe zu heirathen, wie heutzutage. – Maxime war arm, Therese noch ärmer und obendrein nur von der seconde",1225641
Liebe (?! zu),"Liebe zurück zu schenken. Als sie nach ihrer inbrünstigen Andacht emporsah, bemerkte sie tausend kleine Sä",1236764
Liebe (?! zu),"Liebe nicht mehr eine Religion, wie in den Zeiten der Ritter und Minnesänger, sie war keine elegante Zerst",1243323
Liebe (?! zu),"Liebe eine Kunst, die Rousseau gelehrt, ohne sie zu können. Das Herz war ein Instrument, an dem man bestän",1243612
Liebe (?! zu),"Liebe eine Kunst war, so war sie eine, die er ganz wie ein gottbegnadigtes Genie instinctiv ausübte. Von a",1244461
Liebe (?! zu),"Liebe und die Menschenrechte,« sagte der Chevalier. »mehrere unserer Bekannten, unter andern der junge Laf",1254216
Liebe (?! zu),"Liebe zu ihm in sich bergend, edel und einsam verkümmert. Vielleicht staunt Lauzun nur spöttelnd darüber, ",1265198
Liebe (?! zu),"Liebe die Religion. Vor einundzwanzig Jahren hat der Pfarrer Perce-neige getauft, Er hat ihr die erste Com",1266533
Liebe (?! zu),"Liebe ihre letzten Augenblicke verschwelgt, anstatt der Hostie hat sie einen Kuß genossen, sie ist verdamm",1271156
Liebe (?! zu),"Liebe und Glauben, durch schale Menschensatzungen bitter verfeindet, hatten sich dessen erinnert, daß sie ",1272012
Liebe (?! zu),Liebe … Was hatte sich daran geändert? War nicht noch alles ebenso wie damals? Er hob den Kopf. Er sah mit,1315300
Liebe (?! zu),Liebe machen ja ohnehin jede Glücksstunde fast zu einem Geschenk und Wunder! Wenn du nun noch eine solche ,1319360
Liebe (?! zu),"Liebe für Dich ist. Ich trage seit sechs Jahren die Gefahr und die Aufregung einer solchen Leidenschaft, w",1319623
Liebe (?! zu),"Liebe sein. Weil ich lieber sterben und untergehen mag, als von Dir lassen. »Treue adelt! Und unsere Treue",1319799
Liebe (?! zu),"Liebe klar angesehen. Nicht in Ekstasen schwächlicher Moral, die bereut, sich schämt, um willenlos der Ver",1362038
Liebe (?! zu),"Liebe auf den Punkt gekommen ist, wo sie die Geliebte zwiefach empfindet – anders in ihrer Gegenwart als i",1362408
Liebe (?! zu),"Liebe krank. Der Augenblick ist gekommen, wo ihre Bestimmung zu sinken – diese furchtbare Bestimmung aller",1362632
Liebe (?! zu),"Liebe – sich erfüllt. Damals schon begann in ihm der Kampf, von ihr ungeahnt – vielleicht ungeahnt. Zuweil",1362739
Liebe (?! zu),Liebe willen für ihn gewagt. Tiefe Erschütterung ging durch sein Gemüt … Ihr grandioser Mut ließ ihn erbeb,1364711
Liebe (?! zu),"Liebe ein Opfer. Ich gesteh' dir: mir selbst würde es auch Spaß machen, Senatorsfrau zu werden. Allein sch",1370256
Liebe (?! zu),"Liebe und die letzten Jahre haben es dir bewiesen: ich glaube, kein kleinlicher Mensch zu sein! Aber du we",1370632
Liebe (?! zu),"Liebe bedeutet es mehr Freiheit – wenn Meno – – wenn aber du nun noch Senator wirst, bleibt ja keine, gar ",1375872
Liebe (?! zu),Liebe …« Halblaut sprach sie das alles. Flehend und zugleich mit ihren zarten schmalen Händen seine Rechte,1376005
Liebe (?! zu),Liebe war mit Seelenqualen ohne Ende bezahlt worden. Und nun war es genug. – Der Deckel der Teemaschine kl,1380235
Liebe (?! zu),"Liebe der Tochter empfand. Sie saß in dieser Morgenstunde ein wenig grollend, in angeborener Wuchtigkeit a",1412712
Liebe (?! zu),"Liebe so stolz gewesen, so groß – begierig fast nach Leiden, um darin die überragende Macht dieses Gefühls",1461184
Liebe (?! zu),"Liebe Therese, ich muß dir sagen: ich bewundere ihn.« Therese fiel ihrem Vater um den Hals, in einer wunsc",1474087
Liebe (?! zu),Liebe in dieser Richtung würde beschäftigen wollen. Dazu war Therese eigentlich zu charaktervoll. Sie mußt,1479567
Liebe (?! zu),Liebe umgeschlagen scheint – was in seelischer Hinsicht durchaus nichts Überraschendes und bei mehr temper,1486880
Liebe (?! zu),Liebe hatte er ihr sein Leben angeboten. Aber sie wollte es nicht. Heute ahnte ihm: sie hatte nicht gewoll,1487690
Liebe (?! zu),"Liebe zu ihm, oder der Gewissensbedrängnis ihrem Manne gegenüber, diesem alles eingestehen würde. Dann wür",1488015
Liebe (?! zu),"Liebe zu seiner Vaterstadt brauste leidenschaftlich in ihm auf – vor seinem geistigen Auge, wunderlich zus",1492743
Liebe (?! zu),"Liebe hinterdrein indirekt doch deutlichst kompromittiert. Wieder ein Zwang – wieder etwas Unerträgliches,",1495113
Liebe (?! zu),"Liebe willen hatte er geglaubt zu leiden, tragische Not hatte er ihr angedichtet – und sie war nur eine na",1509109
Liebe (?! zu),Liebe gegen die Abneigung der Mutter in Waffen! Ach und er liebte den Frieden so! Man konnte doch nur denk,1558672
Liebe (?! zu),Liebe und will geliebt werden.« Hierauf war seine Frau in sichtliche Unruhe geraten und hatte ihn bedeutun,1562643
Liebe (?! zu),"Liebe Therese,« begann er, »ich habe in der letzten Zeit manchmal gedacht, daß ich eine Frage wagen dürfe ",1572498
Liebe (?! zu),"Liebe Therese … haben Sie genug Zutrauen und Neigung für mich, um meine Frau werden zu wollen?« »O Gott …«",1572649
Liebe (?! zu),"Liebe zeigen – ach, immerfort – damit ich würdig sei, deine Gefährtin zu heißen …« Mädchenträume – das Glü",1575199
Liebe (?! zu),"Liebe ausmalt – wie es ihn mit Ehrfurcht erfüllte! »Kämpfe hören nie auf, wenn man Verantwortungen trägt g",1575332
Liebe (?! zu),Liebe ist und die die Menschen zueinander reißt … »Er liebt mich – er liebt mich …« Der Vater hatte sehr h,1577701
Liebe (?! zu),Liebe daran stärke. Die Pflichten des Ehestandes sind nicht leicht. Mann und Frau müssen beständig an sich,1579293
Liebe (?! zu),"Liebe diesen Bund gestiftet hat. es wäre eines deutschen Mädchens nicht würdig, von Berechnungen und dem V",1581415
Liebe (?! zu),Liebe des Mannes.« Für jetzt mußte sie alle ihre Sentenzen schweigend in der eigenen Brust bewegen. Sie fü,1584466
Liebe (?! zu),"Liebe ist. Die Gründung war nun vollzogen, die Zeichnungen, dank der von Bording garantierten fünf Prozent",1585334
Liebe (?! zu),"Liebe – ruhiger als sie, dauerhafter als sie … Aber doch – ihm kam der Gedanke: wahr sein – ganz wahr! Ges",1588343
Liebe (?! zu),Liebe antun – und damit vielleicht auch Therese. Er schob ihn zur Tür. »Nun gehen Sie – kaufen eine Handvo,1592909
Liebe (?! zu),"Liebe ergründen … Es kam ja vor, daß man sich einmal für Minuten unbeachtet, ungestört sah – Wie gütig war",1601983
Liebe (?! zu),"Liebe und Glauben … Die Weihe über ihr gab ihr eine Schönheit, die ihn mit Staunen erfüllte – mit Andacht ",1616421
Liebe (?! zu),"Liebe ihn beschenkte – schwer lag in der Tiefe seines Gemütes das Bewußtsein, daß er so wenig dagegen gab ",1616689
Liebe (?! zu),"Liebe ist tiefste Fürsorge und Sorge … Ein merkwürdiges Bangen und Zittern, in allem Glück des Besitzes. I",1618989
Liebe (?! zu),"Liebe ist.« Sie begriff auch schaudernd, wie tausendfach es vorkommen möge, daß solche Ahnung trügt, daß s",1619699
Liebe (?! zu),"Liebe alles in sein Ohr flüstern, und immer wieder küßte er ihre Hände und ihren Mund – voll heißer Dankba",1620827
Liebe (?! zu),"Liebe sich recht dadurch zeigen muß, daß sie sich weniger zeigt.« – Nun hieß es klug sein, sich in der Han",1621664
Liebe (?! zu),"Liebe als die Wissenschaft ihres eigenen Gefühls. Und das war so riesengroß, daß es keiner leidenschaftlic",1622389
Liebe (?! zu),"Liebe sprechen, sie immer neu erleben, und den Männern genügt es, sie bewiesen zu haben. Aber eine Frau, d",1624218
Liebe (?! zu),"Liebe blieb, die Hochachtung vor ihr ward fast zur Andacht. Daß diese Frau seinen Namen trug, daß durch si",1631748
Liebe (?! zu),"Liebe weniger grausam zu, wenn es eben nicht so wäre. Es lastete auf ihm wie ein beständiger Vorwurf, daß ",1632726
Liebe (?! zu),"Liebe zu eigen genommen. Zugleich fühlte er mit der qualvollsten Deutlichkeit, daß das üppig-stille, große",1636686
Liebe (?! zu),"Liebe weiter durch die Tage ging, das schien ihm erhaben … Er genoß das seltene Glück, ein Weib ganz und g",1637598
Liebe (?! zu),"Liebe war keine Sklavendemut. Weil sie sich mit Zurückhaltung auf das herrlichste verband, blieb es immer ",1639132
Liebe (?! zu),Liebe und Arbeit und Wachsamkeit kann die ideellen und praktischen Werte erhalten und weiter entwickeln. M,1647219
Liebe (?! zu),"Liebe zu geben, deren Hochhaltung allein die Zufriedenheit des Lebens gewährleisteten. Aber es geschah, da",1651809
Liebe (?! zu),Liebe hatte an jenem Morgen und mit jener Aufforderung das Vorspiel seiner Bewerbung begonnen. Und das war,1692358
Liebe (?! zu),Liebe zu mir half ihm vielleicht aus dem Unrecht heraus?« Therese fühlte sich ein wenig schwach. Sie hatte,1694289
Liebe (?! zu),"Liebe kam sie in vorwärtsstürmenden Gedanken dahin: er war verführt worden, er hatte gelitten, er verdient",1697335
Liebe (?! zu),Liebe zu mir half ihm aus dem Unrecht heraus …« Das war gut zu denken … Sie schrak auf. In der Tür zeigte ,1697975
Liebe (?! zu),"Liebe und Leben! Unbegreifliche, grausame … Diese Frau, von der er sich so vollkommen losgelöst, daß er di",1702523
Liebe (?! zu),"Liebe zeigen wollen, sie zu erfreuen gewünscht – das erzählten diese unerwarteten Aufmerksamkeiten. Er kon",1723141
Liebe (?! zu),"Liebe ist, so sieht man, daß Liebe einen auch mit Rücksichten malträtieren kann.« Und sie saß, um vor Jako",1730651
Liebe (?! zu),"Liebe einen auch mit Rücksichten malträtieren kann.« Und sie saß, um vor Jakob nicht undankbar oder kränkl",1730680
Liebe (?! zu),"Liebe jemals geweint, diese Musik, deren Tänze und Fröhlichkeiten selbst noch von verhaltenem Schluchzen e",1734014
Liebe (?! zu),"Liebe im Leiden liegt. Er, ihr Mann, er, für den sie hätte sterben können – er hatte ihretwegen nicht geli",1735953
Liebe (?! zu),"Liebe und ihr Glück … Und aus dieser Erwägung heraus kam eine beklemmende, beschämende Unruhe über Bording",1744877
Liebe (?! zu),"Liebe geheiratet – das war auch eine Art von Lüge, denn er mußte erraten, er mußte gefühlt haben: sie gab ",1753977
Liebe (?! zu),Liebe und glaubte an seine Liebe – ohne welchen Glauben sie niemals die Seine geworden wäre. Sie fühlte: s,1754083
Liebe (?! zu),Liebe – ohne welchen Glauben sie niemals die Seine geworden wäre. Sie fühlte: sie konnte nicht einfach for,1754110
Liebe (?! zu),Liebe und Rücksichtnahme Ihre Pflichten zu erfüllen.« Er war vor Zorn ganz blaß. Hatte schon jemals ein Me,1766518
Liebe (?! zu),"Liebe zusammen Tränen und Sorge haben, als ohne Liebe in Glanz und Leere leben …« »Therese!« Sie stand auf",1785524
Liebe (?! zu),Liebe in Glanz und Leere leben …« »Therese!« Sie stand auf – an allen Gliedern fliegend – sie wollte sich ,1785572
Liebe (?! zu),"Liebe zu mir ist es im allerletzten Grunde, die Vater zu der Gewissensfeinheit treibt, seine Stellung aufz",1789917
Liebe (?! zu),Liebe – sie lieben mich – Vater und Mutter – sie lieben mich … Wer tut es sonst auf der Welt? …« Und von d,1790235
Liebe (?! zu),"Liebe und eine glückliche Ehe ist – und es war, als bekäme ich einen Stoß vor die Brust, als er es mir sch",1794563
Liebe (?! zu),"Liebe zu ihr ißt er und lobt allens. Jawoll. Das bin ich mir selbst je nich vermuten gewesen, daß aus ihm ",1797619
Liebe (?! zu),"Liebe ihr, seiner Frau, zu? Aber dagegen lehnte sich alles in ihr auf … Und ihr weiches, zermartertes Herz",1811444
Liebe (?! zu),"Liebe Mama,« sagte er, »ich – dieser Augenblick … ich habe mich töricht Ihnen gegenüber verhalten – mehr a",1836354
Liebe (?! zu),"Liebe zur Heimat, die er in herber Kraft nur in Taten gezeigt, sättigte nun auch das Verlangen der Kleinen",1849538
Liebe (?! zu),"Liebe und den gleichen Wunsch, die Heimat und ihre Blüte … Er erzählte die Geschichte des Ankaufes der Län",1849828
Liebe (?! zu),"Liebe fand er nicht darin. XV Von diesem Tage an wußte Bording nicht, ob sein Leben ein Siegerrausch oder ",1856618
Liebe (?! zu),"Liebe niederzuzwingen vermochte. Jahre seines Lebens hätte er darum gegeben, zu wissen, was in ihr vorging",1857798
Liebe (?! zu),"Liebe hingenommen … Und er, der große, kluge, reiche Jakob Martin Bording beneidete seinen armen Sekretär ",1858241
Liebe (?! zu),"Liebe und du dachtest vielleicht, dein Geld sei Gegengabe genug für mich – nein, gar nichts Gemeinsames so",1860471
Liebe (?! zu),"Liebe fühlen, während er überzeugt blieb, er fühle sie doch. An der Wiege vergaß sie Würde und Weisheit, w",1869400
Liebe (?! zu),"Liebe aber und von Sehnsucht stand kein Wort in seinen Briefen. Als reifer Mensch, der er war, hatte er da",1874354
Liebe (?! zu),"Liebe und Sehnsucht zu einem Herzen sprechen, das nicht wiederliebt, heißt sich vor diesem Herzen zum Bett",1874487
Liebe (?! zu),"Liebe heraus – mit jenem feinen Sinn der Frau, die eines Tags zu ahnen beginnt, daß ihr nur Achtung, Herzl",1877348
Liebe (?! zu),"Liebe gegeben. Und wenn du ein erfolgloser Kämpfer, und wenn du arm und ein Unglücklicher gewesen wärst –i",1883258
Liebe (?! zu),"Liebe – bezahlt …« »Vielleicht, Therese, hab' ich das gedacht – ich bin sehr schuldig vor dir. aber deine ",1883508
Liebe (?! zu),"Liebe spürtest und sie dir recht war, als Mittel zu deinem Zweck …« Was wollte sie sagen? Er wartete, atem",1884021
Liebe (?! zu),"Liebe in unsere Ehe mitgebracht,« sprach sie, »hast du sie wenigstens rein und heilig gehalten?« »Ja!« So ",1885281
Liebe (?! zu),"Liebe und Verzeihung hinsank … Er hatte ja ihr glückseliges Aufleuchten gesehen, als er unvermutet vor sie",1886586
Liebe (?! zu),Liebe zu dem Jungen müsse doppelt gewaltig sein.« Friederikes Blicke streiften den Bruder. Erschreckt hiel,1894223
Liebe (?! zu),"Liebe an – sag mir nichts! Das Härteste, was du mich hören lassen könntest, hab' ich mir selbst gesagt. Ab",1966142
Liebe (?! zu),"Liebe damit erkaufen könnte. es ist etwas anderes, ganz Irdisches, was mir das Herz schwer macht und mich ",1966349
Liebe (?! zu),"Liebe gesagt hast, wär' eine Lüge gewesen. Auch wenn zwei sich in bitterer Feindschaft voneinander scheide",1968490
Liebe (?! zu),"Liebe gewesen. Niemals hatte er den Weibern Macht über sich eingeräumt, bei keinem flüchtigen Abenteuer di",1985751
Liebe (?! zu),"Liebe für sein Leben doch keine tiefere Bedeutung habe, daß der Verzicht auf sie keine so unheilbare Wunde",1987152
Liebe (?! zu),"Liebe geheiratet, große Schätze hat sie mir nicht zugebracht, überdies – Sie wissen, verehrter Herr Kolleg",1992909
Liebe (?! zu),"Liebe zu unsern Nebenmenschen wolle gelernt und geübt sein. Komme man nachher in die fremde Welt hinaus, s",2043819
Liebe (?! zu),"Liebe zu reden, die durch die Trennung nur heftiger geworden sei, endlich seine Arme um sie zu schlingen u",2054727
Liebe (?! zu),"Liebe eines edlen Weibes werter erscheinen, als ein innerlich roher Gatte mit all seinen äußeren Vorzügen.",2060033
Liebe (?! zu),"Liebe und Güte antun sollen, da ich das Mädchen vorm Jahr in der bösen Krankheit behandelt habe. Mein Verd",2103237
Liebe (?! zu),"Liebe genommen hätte. Ein Wort fiel ihm wieder ein, das sie erst vor einer Stunde gesagt hatte, als der Va",2133065
Liebe (?! zu),"Liebe trennte. Komm, Maria! sagte er, indem er sie sanft von seinem Halse zurückdrängte. Wir müssen standh",2144699
Liebe (?! zu),"Liebe erfahren, nicht von ihren Nächsten – ist es ein Wunder, wenn so eine dem ersten besten zum Opfer fäl",2147999
Liebe (?! zu),"Liebe gelegen? Und doch, so tief es mich beschämt, daß ich so dumm und leichtgläubig sein konnte, – nun ic",2148150
Liebe (?! zu),"Liebe Crone, hatte er gesagt, es hat Sie angegriffen. Aber werfen Sie es hinter sich. Es ist ja nichts Sch",2181164
Liebe (?! zu),"Liebe zu unterscheiden. Doch so ernst es ihm damit war, aller Selbsttäuschung zu wehren, immer noch war im",2184225
Liebe (?! zu),"Liebe ist nur ein kurzer Schritt, den sie dann auch getan hat. Denn damals, ohne Ruhm zu melden, war ich n",2203746
Liebe (?! zu),"Liebe und Treue, die so beseligend ist wie kein Taumel zügelloser Leidenschaft. Er wandte sich ab. Helmbre",2204549
Liebe (?! zu),"Liebe wurde. Wem geschah damit ein Unrecht, wenn sie sich an mich hing, Trost und Freude in ihrem öden kum",2281016
Liebe (?! zu),"Liebe und Treue mir erschleichen, indem ich sie im unklaren darüber lasse, was sie an mir haben werde? Kan",2282900
